Date,Price,Open,High,Low,Change %
2017-11-13,80.25,79.38,80.3,79.36,1.08%
2017-11-14,79.39,79.49,79.64,79.18,-0.14%
2017-11-15,79.5,79.46,79.56,79.34,0.00%
2017-11-16,79.5,79.45,79.6,79.06,0.04%
2017-11-17,79.47,79.98,80,79.31,-0.66%
2017-11-20,80,80.35,80.4,79.76,-0.45%
2017-11-21,80.36,80.28,80.44,79.95,0.09%
2017-11-22,80.29,80.27,80.56,80.12,-0.22%
2017-11-23,80.47,80.12,80.67,80.1,0.41%
2017-11-24,80.14,79.76,80.2,79.75,0.46%
2017-11-27,79.77,79.6,79.95,79.49,0.16%
2017-11-28,79.64,79.78,79.99,79.25,-0.21%
2017-11-29,79.81,79.63,79.84,79.51,0.20%
2017-11-30,79.65,80.29,80.36,79.48,-0.81%
2017-12-01,80.3,79.78,80.34,79.74,0.61%
2017-12-04,79.81,79.84,79.91,79.68,-0.06%
2017-12-05,79.86,79.94,79.99,79.69,-0.10%
2017-12-06,79.94,79.3,79.96,79.19,0.78%
2017-12-07,79.32,79.26,79.43,79.11,0.05%
2017-12-08,79.28,78.91,79.45,78.9,0.43%
2017-12-11,78.94,78.88,79.04,78.59,0.06%
2017-12-12,78.89,78.62,78.96,78.61,0.32%
2017-12-13,78.64,78.39,78.86,78.3,0.25%
2017-12-14,78.44,78.31,78.53,78.27,0.14%
2017-12-15,78.33,78.18,78.58,77.92,0.18%
2017-12-18,78.19,78.25,78.37,78.11,-0.08%
2017-12-19,78.25,78.32,78.43,78.14,-0.10%
2017-12-20,78.33,78.66,78.76,78.06,-0.43%
2017-12-21,78.67,78.46,78.87,78.26,0.24%
2017-12-22,78.48,78.48,78.71,78.29,-0.03%
2017-12-25,78.5,78.14,78.58,78.11,0.44%
2017-12-26,78.16,77.98,78.21,77.95,0.21%
2017-12-27,78,77.89,78.14,77.77,0.10%
2017-12-28,77.92,77.57,78.1,77.41,0.40%
2017-12-29,77.61,77.73,77.75,77.55,-0.18%
2018-01-01,77.75,77.78,77.88,77.57,-0.06%
2018-01-02,77.8,77.85,77.92,77.64,-0.08%
2018-01-03,77.86,78.15,78.17,77.79,-0.40%
2018-01-04,78.17,78.23,78.37,78.08,-0.10%
2018-01-05,78.25,78.36,78.46,78,-0.17%
2018-01-08,78.38,78.8,79.21,78.24,-0.56%
2018-01-09,78.82,78.7,78.87,78.49,0.15%
2018-01-10,78.7,78.37,78.92,78.14,0.40%
2018-01-11,78.39,77.47,78.39,77.44,1.16%
2018-01-12,77.49,77.83,77.87,77.11,-0.46%
2018-01-15,77.85,77.76,77.96,77.71,0.10%
2018-01-16,77.77,78.27,78.28,77.67,-0.65%
2018-01-17,78.28,78.22,78.33,78.15,0.01%
2018-01-18,78.27,78.85,79.01,78,-0.75%
2018-01-19,78.86,78.36,79.02,78.36,0.60%
2018-01-22,78.39,78.39,78.53,78.29,-0.04%
2018-01-23,78.42,78.24,78.46,78.23,0.20%
2018-01-24,78.26,78.37,78.39,78.18,-0.17%
2018-01-25,78.39,78.6,78.65,78.18,-0.29%
2018-01-26,78.62,78.68,78.74,78.46,-0.10%
2018-01-29,78.7,78.49,78.78,78.46,0.24%
2018-01-30,78.51,78.74,78.77,78.43,-0.30%
2018-01-31,78.75,78.64,78.84,78.61,0.10%
2018-02-01,78.67,78.46,78.72,78.43,0.24%
2018-02-02,78.48,78.56,78.69,78.34,-0.13%
2018-02-05,78.58,79.26,79.36,78.33,-0.88%
2018-02-06,79.28,79.4,79.52,79.2,-0.18%
2018-02-07,79.42,79.48,79.66,79.3,-0.18%
2018-02-08,79.56,79.31,79.57,79.2,0.28%
2018-02-09,79.34,78.99,79.39,78.89,0.43%
2018-02-12,79,78.72,79.04,78.57,0.34%
2018-02-13,78.73,78.3,78.93,78.28,0.52%
2018-02-14,78.32,78.22,78.37,78.14,0.05%
2018-02-15,78.28,78.55,78.64,78.14,-0.36%
2018-02-16,78.56,78.41,78.79,78.27,0.18%
2018-02-19,78.42,78.59,78.65,78.21,-0.24%
2018-02-20,78.61,78.24,78.73,78.12,0.46%
2018-02-21,78.25,78.46,78.63,78.13,-0.29%
2018-02-22,78.48,78.23,78.77,78.03,0.32%
2018-02-23,78.23,78.44,78.53,78.11,-0.27%
2018-02-26,78.44,78.1,78.5,77.91,0.40%
2018-02-27,78.13,78.17,78.3,78.02,-0.06%
2018-02-28,78.18,78.44,78.54,78.1,-0.31%
2018-03-01,78.42,78.21,78.67,78.05,0.26%
2018-03-02,78.22,78.15,78.31,78.01,0.06%
2018-03-05,78.17,78.16,78.27,78.04,-0.03%
2018-03-06,78.19,78.37,78.38,78.08,-0.26%
2018-03-07,78.39,78.43,78.52,77.95,-0.13%
2018-03-08,78.49,78.57,78.8,78.42,-0.13%
2018-03-09,78.59,78.78,78.82,78.42,-0.28%
2018-03-12,78.81,79.03,79.14,78.74,-0.33%
2018-03-13,79.07,78.85,79.17,78.77,0.27%
2018-03-14,78.86,79.23,79.28,78.67,-0.45%
2018-03-15,79.22,79.27,79.39,79.07,-0.10%
2018-03-16,79.3,79.72,79.94,79.16,-0.56%
2018-03-19,79.75,79.4,79.78,79.11,0.39%
2018-03-20,79.44,79.54,79.59,79.18,-0.18%
2018-03-21,79.58,79.65,79.74,79.41,-0.11%
2018-03-22,79.67,79.91,80.01,79.48,-0.28%
2018-03-23,79.89,79.86,80.09,79.54,0.06%
2018-03-26,79.84,79.8,79.89,79.56,0.00%
2018-03-27,79.84,79.48,79.93,79.4,0.43%
2018-03-28,79.5,79.89,79.96,79.29,-0.39%
2018-03-29,79.81,79.41,79.99,79.14,0.45%
2018-03-30,79.45,79.67,79.75,79.21,-0.33%
2018-04-02,79.71,79.5,79.87,79.32,0.26%
2018-04-03,79.5,79.61,79.78,79.22,-0.21%
2018-04-04,79.67,80.46,80.59,79.41,-0.93%
2018-04-05,80.42,80.21,80.56,79.99,0.19%
2018-04-06,80.27,79.45,80.33,79.36,0.94%
2018-04-09,79.52,78.99,79.67,78.77,0.73%
2018-04-10,78.94,79.1,79.11,78.83,-0.23%
2018-04-11,79.12,78.9,79.29,78.84,0.51%
2018-04-12,78.72,79.39,79.51,78.59,-0.84%
2018-04-13,79.39,79.41,79.47,79.14,-0.03%
2018-04-16,79.41,79.54,79.74,79.27,-0.16%
2018-04-17,79.54,79.39,79.68,79.13,0.15%
2018-04-18,79.42,79.55,79.71,79.34,-0.09%
2018-04-19,79.49,79.66,79.75,79.09,-0.19%
2018-04-20,79.64,79.22,79.78,79.18,0.52%
2018-04-23,79.23,78.71,79.26,78.58,0.58%
2018-04-24,78.77,78.31,78.84,78.09,0.55%
2018-04-25,78.34,78.07,78.41,77.96,0.41%
2018-04-26,78.02,78.35,78.64,77.65,-0.43%
2018-04-27,78.36,79.08,79.13,78.2,-0.92%
2018-04-30,79.09,79.52,79.56,78.85,-0.54%
2018-05-01,79.52,79.45,79.63,79.36,0.06%
2018-05-02,79.47,79.66,79.66,79.31,-0.26%
2018-05-03,79.68,79.56,79.81,79.47,0.14%
2018-05-04,79.57,79.46,79.63,79.31,0.13%
2018-05-07,79.47,79.95,80.07,79.2,-0.64%
2018-05-08,79.98,79.28,80.14,79.25,0.84%
2018-05-09,79.31,79.17,79.45,79.08,0.35%
2018-05-10,79.03,79.32,79.45,78.97,-0.40%
2018-05-11,79.35,80.3,80.39,79.12,-1.20%
2018-05-14,80.31,80.18,80.55,80.17,0.15%
2018-05-15,80.19,79.83,80.33,79.78,0.36%
2018-05-16,79.9,79.95,80.18,79.66,-0.08%
2018-05-17,79.96,79.86,80,79.71,0.05%
2018-05-18,79.92,79.65,80.02,79.58,0.35%
2018-05-21,79.64,79.89,79.93,79.41,-0.30%
2018-05-22,79.88,79.88,80.07,79.68,-0.04%
2018-05-23,79.91,79.75,79.99,79.64,0.08%
2018-05-24,79.85,80.17,80.35,79.78,-0.47%
2018-05-25,80.23,80.14,80.55,80.11,0.12%
2018-05-28,80.14,80.23,80.61,80.06,-0.11%
2018-05-29,80.23,79.94,80.3,79.64,0.36%
2018-05-30,79.94,80.36,80.37,79.74,-0.41%
2018-05-31,80.27,81.07,81.44,80.22,-0.99%
2018-06-01,81.07,81.32,81.42,80.67,-0.31%
2018-06-04,81.32,81.4,81.69,81.08,-0.10%
2018-06-05,81.4,81.09,81.44,80.86,0.38%
2018-06-06,81.09,81.6,81.6,80.97,-0.53%
2018-06-07,81.52,81.63,81.78,81.48,-0.13%
2018-06-08,81.63,81.32,81.74,81.27,0.38%
2018-06-11,81.32,81.07,81.56,81.01,0.31%
2018-06-12,81.06,80.41,81.11,80.37,0.82%
2018-06-13,80.41,80.92,81,80.3,-0.63%
2018-06-14,80.92,80.95,81.19,80.83,-0.03%
2018-06-15,80.94,81,81.13,80.74,-0.07%
2018-06-18,81,80.68,81.12,80.59,0.40%
2018-06-19,80.68,81.65,81.86,80.65,-1.18%
2018-06-20,81.64,81.3,81.67,81.23,0.00%
2018-06-21,81.64,82.22,82.56,81.33,-0.70%
2018-06-22,82.21,82.42,82.45,81.83,-0.27%
2018-06-25,82.44,82.85,82.94,82.1,-0.49%
2018-06-26,82.85,81.63,82.99,81.63,1.48%
2018-06-27,81.64,82.89,83.3,81.56,-1.48%
2018-06-28,82.87,82.29,82.88,81.84,0.70%
2018-06-29,82.29,82.84,82.87,81.92,-0.66%
2018-07-02,82.85,83.07,83.18,82.61,-0.28%
2018-07-03,83.07,83.02,83.38,82.64,0.07%
2018-07-04,83.02,82.6,83.04,82.56,0.81%
2018-07-05,82.35,82.53,82.95,81.99,-0.22%
2018-07-06,82.53,83.2,83.47,82.33,-0.80%
2018-07-09,83.2,83.67,84.1,83.14,-0.57%
2018-07-10,83.67,83.38,83.83,83.32,0.35%
2018-07-11,83.38,83.46,83.57,83.02,-0.08%
2018-07-12,83.44,83.5,83.94,83.19,-0.07%
2018-07-13,83.5,83.84,84.18,83.2,-0.40%
2018-07-16,83.83,82.96,83.91,82.96,1.06%
2018-07-17,82.96,82.38,83.08,81.97,0.71%
2018-07-18,82.38,82.35,82.43,82.11,-0.13%
2018-07-19,82.48,81.6,82.64,81.48,1.09%
2018-07-20,81.6,81.36,81.73,81.18,0.29%
2018-07-23,81.36,80.64,81.36,80.59,0.89%
2018-07-24,80.64,81.53,81.57,80.59,-1.09%
2018-07-25,81.53,81.62,81.79,81.16,-0.33%
2018-07-26,81.8,81.09,81.87,81.09,0.88%
2018-07-27,81.09,81.29,81.32,80.84,-0.24%
2018-07-30,81.29,80.49,81.38,80.26,1.00%
2018-07-31,80.48,80.47,80.79,80.02,0.01%
2018-08-01,80.47,81.48,81.49,80.14,-0.90%
2018-08-02,81.2,79.94,81.22,79.94,1.57%
2018-08-03,79.95,80.27,80.34,79.86,-0.41%
2018-08-06,80.27,79.85,80.4,79.78,0.52%
2018-08-07,79.85,79.62,79.86,79.56,0.30%
2018-08-08,79.62,79.79,79.79,79.36,0.07%
2018-08-09,79.56,78.83,79.61,78.83,0.92%
2018-08-10,78.83,78.5,78.96,78.37,0.42%
2018-08-13,78.5,78.41,78.66,78.18,0.12%
2018-08-14,78.41,77.52,78.54,77.51,1.15%
2018-08-15,77.52,77.71,77.78,77.37,-0.12%
2018-08-16,77.61,77.66,77.81,77.52,-0.06%
2018-08-17,77.66,77.07,77.73,77.04,0.76%
2018-08-20,77.07,76.77,77.19,76.72,0.39%
2018-08-21,76.77,76.57,76.96,76.53,0.27%
2018-08-22,76.57,76.57,76.8,76.5,-0.05%
2018-08-23,76.61,76.18,76.74,76.14,0.55%
2018-08-24,76.19,76.2,76.24,76.05,-0.01%
2018-08-27,76.2,76.27,76.35,76.02,-0.10%
2018-08-28,76.27,76.38,76.42,76.16,-0.13%
2018-08-29,76.38,76.74,76.78,76.22,-0.42%
2018-08-30,76.69,77.47,77.47,76.65,-1.00%
2018-08-31,77.47,77.79,77.81,77.3,-0.39%
2018-09-03,77.78,77.69,78.28,77.56,0.13%
2018-09-04,77.68,77,77.85,76.96,0.88%
2018-09-05,77,76.97,77.08,76.87,-0.02%
2018-09-06,77.02,77.08,77.3,76.92,-0.07%
2018-09-07,77.08,76.79,77.32,76.7,0.37%
2018-09-10,76.79,76.82,76.87,76.65,-0.04%
2018-09-11,76.82,76.83,76.88,76.56,-0.01%
2018-09-12,76.83,76.93,76.94,76.7,-0.18%
2018-09-13,76.96,76.79,77.01,76.67,0.22%
2018-09-14,76.79,76.87,76.98,76.67,-0.10%
2018-09-17,76.87,76.86,77.04,76.84,0.02%
2018-09-18,76.86,76.88,76.91,76.78,-0.02%
2018-09-19,76.88,76.94,77.01,76.77,-0.12%
2018-09-20,76.96,77.17,77.34,76.96,-0.27%
2018-09-21,77.17,76.72,77.25,76.66,0.58%
2018-09-24,76.72,76.74,76.83,76.61,-0.02%
2018-09-25,76.74,76.95,76.96,76.63,-0.28%
2018-09-26,76.95,77.04,77.07,76.86,0.08%
2018-09-27,76.89,77.67,77.74,76.88,-1.01%
2018-09-28,77.67,77.95,77.95,77.59,-0.35%
2018-10-01,77.95,77.88,78.04,77.57,0.08%
2018-10-02,77.88,78.01,78.03,77.8,-0.16%
2018-10-03,78.01,78.09,78.09,77.98,-0.10%
2018-10-04,78.08,78.17,78.23,78,-0.11%
2018-10-05,78.17,78.08,78.21,78,0.11%
2018-10-08,78.08,77.86,78.11,77.69,0.29%
2018-10-09,77.86,78.02,78.06,77.72,-0.20%
2018-10-10,78.02,77.82,78.16,77.8,0.32%
2018-10-11,77.77,77.85,77.96,77.62,-0.11%
2018-10-12,77.85,78.12,78.13,77.74,-0.35%
2018-10-15,78.12,77.97,78.15,77.93,0.20%
2018-10-16,77.97,77.96,78.02,77.65,0.01%
2018-10-17,77.96,77.62,78,77.59,0.44%
2018-10-18,77.61,77.68,77.78,77.5,-0.09%
2018-10-19,77.68,77.68,77.8,77.14,0.00%
2018-10-22,77.68,77.75,77.79,77.63,-0.09%
2018-10-23,77.75,77.81,77.86,77.64,-0.07%
2018-10-24,77.81,78.1,78.1,77.69,-0.23%
2018-10-25,77.99,77.77,78.08,77.73,0.29%
2018-10-26,77.77,77.6,77.81,77.49,0.22%
2018-10-29,77.6,77.97,78.16,77.3,-0.48%
2018-10-30,77.97,78.09,78.29,77.63,-0.15%
2018-10-31,78.09,77.68,78.24,77.58,0.47%
2018-11-01,77.73,77.18,77.79,77.18,0.70%
2018-11-02,77.18,77.28,77.28,77.02,-0.13%
2018-11-05,77.28,76.98,77.58,76.93,0.39%
2018-11-06,76.98,76.94,77.32,76.84,0.05%
2018-11-07,76.94,76.85,76.99,76.76,0.05%
2018-11-08,76.9,76.97,77.03,76.58,-0.10%
2018-11-09,76.97,77.07,77.08,76.92,-0.13%
2018-11-12,77.07,77.09,77.15,76.86,-0.02%
2018-11-13,77.09,77.1,77.5,76.91,-0.01%
2018-11-14,77.1,77.18,77.25,76.82,-0.06%
2018-11-15,77.14,77.66,77.67,77.05,-0.67%
2018-11-16,77.66,77.77,77.87,77.51,-0.14%
2018-11-19,77.77,77.71,77.89,77.54,0.09%
2018-11-20,77.71,78.08,78.09,77.61,-0.48%
2018-11-21,78.08,78.16,78.18,77.99,-0.19%
2018-11-22,78.24,78.06,78.27,77.99,0.22%
2018-11-23,78.06,78.15,78.17,77.9,-0.11%
2018-11-26,78.15,78.31,78.32,77.96,-0.20%
2018-11-27,78.31,78.32,78.98,78.02,-0.02%
2018-11-28,78.32,75.76,79.53,75.58,3.30%
2018-11-29,75.82,75.98,76,75.68,-0.20%
2018-11-30,75.98,76.18,76.28,75.66,-0.26%
2018-12-03,76.18,76.12,76.32,75.72,0.08%
2018-12-04,76.12,76.2,76.3,75.75,-0.11%
2018-12-05,76.2,76.42,76.44,75.99,-0.11%
2018-12-06,76.29,76.88,76.88,75.82,-0.77%
2018-12-07,76.88,76.84,77.09,76.68,0.05%
2018-12-10,76.84,76.78,76.86,76.66,0.08%
2018-12-11,76.78,76.84,76.91,76.63,-0.08%
2018-12-12,76.84,77.22,77.46,76.6,-0.48%
2018-12-13,77.21,76.9,77.45,76.86,0.40%
2018-12-14,76.9,77.1,77.22,76.68,-0.26%
2018-12-17,77.1,76.71,77.49,76.32,0.52%
2018-12-18,76.71,76.67,76.76,76.6,0.05%
2018-12-19,76.67,76.8,76.86,76.57,-0.09%
2018-12-20,76.73,76.69,76.91,76.59,0.06%
2018-12-21,76.69,76.79,76.84,76.57,-0.13%
2018-12-24,76.79,76.83,77.07,76.62,-0.06%
2018-12-25,76.83,76.62,76.98,76.54,0.28%
2018-12-26,76.62,77.2,77.21,76.52,-0.56%
2018-12-27,77.05,76.73,77.2,76.5,0.42%
2018-12-28,76.73,76.54,77.03,76.42,0.25%
2018-12-31,76.54,76.7,76.71,76.34,-0.21%
2019-01-01,76.7,76.44,76.93,76.27,0.34%
2019-01-02,76.44,76.66,76.76,76.23,-0.20%
2019-01-03,76.6,76.26,76.89,76.15,0.44%
2019-01-04,76.26,76.63,76.93,76.11,-0.48%
2019-01-07,76.63,76.4,76.74,76.12,0.30%
2019-01-08,76.4,76.68,76.76,76.36,-0.37%
2019-01-09,76.68,76.96,76.98,76.33,-0.15%
2019-01-10,76.8,76.72,76.97,76.68,0.10%
2019-01-11,76.72,76.72,77.3,76.56,0.00%
2019-01-14,76.72,76.95,77.06,76.6,-0.29%
2019-01-15,76.95,77.19,77.25,76.81,-0.32%
2019-01-16,77.19,77.47,77.59,76.76,-0.51%
2019-01-17,77.59,77.56,77.86,77.1,0.03%
2019-01-18,77.56,77.35,77.6,77.14,0.27%
2019-01-21,77.35,77.53,77.55,77.08,-0.23%
2019-01-22,77.53,76.93,77.73,76.72,0.78%
2019-01-23,76.93,76.85,76.98,76.69,0.16%
2019-01-24,76.81,76.89,76.97,76.55,-0.10%
2019-01-25,76.89,76.76,77.24,76.71,0.16%
2019-01-28,76.76,76.72,76.84,76.43,0.05%
2019-01-29,76.72,76.95,76.95,76.62,-0.29%
2019-01-30,76.95,76.76,77.02,76.58,0.37%
2019-01-31,76.67,77.4,77.46,76.5,-0.95%
2019-02-01,77.4,77.02,77.7,76.84,0.50%
2019-02-04,77.02,76.66,77.08,76.48,0.48%
2019-02-05,76.66,76.93,76.93,76.47,-0.35%
2019-02-06,76.93,76.85,77.19,76.56,0.50%
2019-02-07,76.55,76.64,76.97,75.97,-0.12%
2019-02-08,76.64,76.62,76.71,76.45,0.02%
2019-02-11,76.62,76.74,76.8,76.41,-0.16%
2019-02-12,76.74,76.82,76.93,76.65,-0.10%
2019-02-13,76.82,76.87,77.08,76.59,0.17%
2019-02-14,76.68,76.94,77.02,76.52,-0.33%
2019-02-15,76.94,76.82,77.22,76.31,0.16%
2019-02-18,76.82,77.14,77.15,76.36,-0.42%
2019-02-19,77.14,77.68,77.71,76.71,-0.68%
2019-02-20,77.68,78.25,78.34,77.5,-1.01%
2019-02-21,78.47,79.08,79.41,78.33,-0.77%
2019-02-22,79.08,77.14,80.24,77.01,2.51%
2019-02-25,77.14,77.3,77.38,76.79,-0.21%
2019-02-26,77.3,77.57,77.78,76.96,-0.35%
2019-02-27,77.57,77.35,78.04,76.31,1.05%
2019-02-28,76.76,77.83,77.87,76.74,-1.37%
2019-03-01,77.83,77.94,78.03,77.63,-0.15%
2019-03-04,77.94,77.99,78.17,77.58,-0.07%
2019-03-05,77.99,78.31,78.56,77.83,-0.40%
2019-03-06,78.31,78.39,78.55,78.06,-0.30%
2019-03-07,78.54,78.56,78.72,78.29,-0.02%
2019-03-08,78.56,78.82,79.02,78.23,-0.33%
2019-03-11,78.82,79.18,79.32,78.71,-0.46%
2019-03-12,79.18,79.04,79.28,78.82,0.17%
2019-03-13,79.04,79.07,79.18,78.95,-0.11%
2019-03-14,79.14,79.01,79.28,78.99,0.16%
2019-03-15,79.01,78.86,79.6,78.47,0.18%
2019-03-18,78.86,79.46,79.57,78.66,-0.75%
2019-03-19,79.46,80.34,80.36,78.49,-1.11%
2019-03-20,80.34,80.68,80.83,80.11,-0.37%
2019-03-21,80.64,81.27,81.48,80.51,-0.77%
2019-03-22,81.27,80.88,81.41,80.8,0.48%
2019-03-25,80.88,81.08,81.1,80.77,-0.25%
2019-03-26,81.08,80.79,81.19,80.79,0.36%
2019-03-27,80.79,80.83,80.87,80.54,-0.06%
2019-03-28,80.83,80.71,81.14,80.56,0.16%
2019-03-29,80.71,80.75,80.86,80.27,-0.05%
2019-04-01,80.75,81.05,81.19,80.58,-0.38%
2019-04-02,81.05,80.77,81.27,80.66,0.36%
2019-04-03,80.77,80.47,80.98,80.47,0.41%
2019-04-04,80.43,80.5,80.61,80.13,-0.08%
2019-04-05,80.5,80.37,80.79,80.34,0.15%
2019-04-08,80.37,80.25,80.42,80.02,0.15%
2019-04-09,80.25,80.21,80.33,80.06,0.05%
2019-04-10,80.21,80.17,80.36,80.03,0.20%
2019-04-11,80.05,80.58,80.68,80.01,-0.67%
2019-04-12,80.58,80.85,81.03,80.49,-0.33%
2019-04-15,80.85,80.51,81.06,80.39,0.42%
2019-04-16,80.51,80.2,80.65,80.11,0.39%
2019-04-17,80.2,80.36,80.69,80.09,-0.16%
2019-04-18,80.33,80.36,80.4,79.97,-0.03%
2019-04-19,80.36,79.87,80.46,79.84,0.60%
2019-04-22,79.87,80.19,80.21,79.7,-0.39%
2019-04-23,80.19,80.12,80.33,79.99,0.09%
2019-04-24,80.12,80.23,80.4,79.98,-0.19%
2019-04-25,80.27,80.89,80.89,80.06,-0.76%
2019-04-26,80.89,80.94,81.32,80.57,-0.07%
2019-04-29,80.94,81.36,81.5,80.68,-0.51%
2019-04-30,81.36,80.87,81.77,80.71,0.60%
2019-05-01,80.87,80.87,81.02,80.77,0.09%
2019-05-02,80.8,81.14,81.29,80.71,-0.42%
2019-05-03,81.14,82.03,82.04,81.09,-1.09%
2019-05-06,82.03,82.05,82.17,81.8,-0.02%
2019-05-07,82.05,81.97,82.21,81.62,0.09%
2019-05-08,81.97,81.66,82.08,81.32,0.32%
2019-05-09,81.71,81.73,81.86,81.48,-0.02%
2019-05-10,81.73,81.73,82.22,81.47,0.00%
2019-05-13,81.73,81.5,81.81,80.94,0.28%
2019-05-14,81.5,80.86,81.78,80.84,0.79%
2019-05-15,80.86,80.72,81.06,80.68,0.09%
2019-05-16,80.79,81.01,81.09,80.35,-0.28%
2019-05-17,81.01,81.04,81.32,80.71,-0.03%
2019-05-20,81.04,80.97,81.32,80.62,0.09%
2019-05-21,80.97,80.17,81.09,80.17,0.99%
2019-05-22,80.17,80.8,80.83,80.16,-0.57%
2019-05-23,80.63,80.32,80.93,80.21,0.40%
2019-05-24,80.32,80.59,80.65,79.57,-0.35%
2019-05-27,80.59,81.04,81.19,80.43,-0.55%
2019-05-28,81.04,81.24,81.24,80.7,-0.24%
2019-05-29,81.24,81.22,81.69,81,0.05%
2019-05-30,81.19,81.62,81.63,81.04,-0.52%
2019-05-31,81.62,82.26,82.26,81.4,-0.78%
2019-06-03,82.26,81.38,82.78,81.35,1.07%
2019-06-04,81.38,81.68,81.98,81.27,-0.36%
2019-06-05,81.68,82.03,82.42,81.64,-0.25%
2019-06-06,81.88,81.87,82.11,81.67,0.01%
2019-06-07,81.87,82.5,82.5,81.62,-0.76%
2019-06-10,82.5,82.77,83.1,82.27,-0.33%
2019-06-11,82.77,82.48,82.88,82.37,0.35%
2019-06-12,82.48,83.09,83.2,82.19,-0.80%
2019-06-13,83.14,83.67,83.76,82.96,-0.63%
2019-06-14,83.67,83.74,83.83,82.96,-0.09%
2019-06-17,83.74,83.76,84.26,83.58,-0.02%
2019-06-18,83.76,84.45,84.57,83.47,-0.82%
2019-06-19,84.45,85.13,85.14,84.36,-0.35%
2019-06-20,84.75,84.89,85.39,84.68,-0.17%
2019-06-21,84.89,85.45,85.48,84.6,-0.65%
2019-06-24,85.45,84.98,85.52,84.84,0.55%
2019-06-25,84.98,84.36,85.23,84.16,0.73%
2019-06-26,84.36,84.17,84.48,83.86,0.36%
2019-06-27,84.06,83.43,84.73,83.37,0.76%
2019-06-28,83.43,83.14,83.45,82.57,0.35%
2019-07-01,83.14,82.51,83.21,82.42,0.76%
2019-07-02,82.51,81.72,82.54,81.55,0.96%
2019-07-03,81.72,81.58,81.85,81.53,0.47%
2019-07-04,81.34,81.02,81.49,80.88,0.39%
2019-07-05,81.02,80.88,81.06,80.77,0.18%
2019-07-08,80.88,81.05,81.07,80.71,-0.21%
2019-07-09,81.05,81.23,81.23,80.85,-0.23%
2019-07-10,81.23,81.01,81.32,80.82,0.77%
2019-07-11,80.61,78.99,82,78.99,2.23%
2019-07-12,78.85,77.66,79.76,77.16,0.90%
2019-07-15,78.15,80.73,81.19,76.25,-3.37%
2019-07-16,80.87,81.83,82.03,80.73,-1.17%
2019-07-17,81.83,81.3,82.46,81.3,-0.03%
2019-07-18,81.86,82.92,83.3,81.66,-1.28%
2019-07-19,82.92,82.84,83.17,82.7,0.10%
2019-07-22,82.84,82.82,82.93,82.58,0.03%
2019-07-23,82.82,82.29,82.85,82.21,0.63%
2019-07-24,82.29,82.36,82.39,81.96,-0.02%
2019-07-25,82.31,82.38,83.05,82.22,-0.08%
2019-07-26,82.38,81.84,82.52,81.73,0.65%
2019-07-29,81.84,81.92,82.11,81.58,-0.09%
2019-07-30,81.92,81.88,82.24,81.79,0.04%
2019-07-31,81.88,81.64,81.98,81.62,0.25%
2019-08-01,81.68,82.04,82.07,81.65,-0.44%
2019-08-02,82.04,82.45,82.46,81.63,-0.49%
2019-08-05,82.45,82.77,82.89,82.32,-0.39%
2019-08-06,82.77,83.08,83.42,82.58,-0.38%
2019-08-07,83.08,83.11,83.53,83.07,-0.13%
2019-08-08,83.19,83.31,83.52,83.04,-0.15%
2019-08-09,83.31,83.61,83.75,83.16,-0.36%
2019-08-12,83.61,83.72,83.97,83.5,-0.13%
2019-08-13,83.72,83.41,83.92,83.2,0.37%
2019-08-14,83.41,83.44,83.49,83.1,-0.03%
2019-08-15,83.43,83.35,83.67,83.24,0.10%
2019-08-16,83.35,82.42,83.39,82.39,1.13%
2019-08-19,82.42,82.3,82.67,82.21,0.14%
2019-08-20,82.3,82.3,82.42,81.78,0.00%
2019-08-21,82.3,82.24,82.47,82.17,0.15%
2019-08-22,82.18,81.67,82.46,81.13,0.62%
2019-08-23,81.67,81.5,82.06,81.41,0.21%
2019-08-26,81.5,81.42,81.86,81.36,0.10%
2019-08-27,81.42,82.1,82.15,81.32,-0.83%
2019-08-28,82.1,82.1,82.26,81.91,-0.04%
2019-08-29,82.14,82.89,82.91,81.99,-0.92%
2019-08-30,82.89,82.17,83.2,82.02,0.88%
2019-09-02,82.17,82.26,82.61,81.99,-0.12%
2019-09-03,82.26,82.54,82.66,81.98,-0.33%
2019-09-04,82.54,82.6,82.92,82.31,-0.04%
2019-09-05,82.57,82.95,83.09,82.53,-0.45%
2019-09-06,82.95,82.16,83.13,82.06,0.96%
2019-09-09,82.16,82.62,82.69,81.85,-0.56%
2019-09-10,82.62,82.68,82.82,82.33,-0.06%
2019-09-11,82.68,82.9,83.01,82.36,-0.24%
2019-09-12,82.88,82.77,83.06,82.41,0.13%
2019-09-13,82.77,83.09,83.15,82.55,-0.38%
2019-09-16,83.09,83.36,83.46,82.81,-0.33%
2019-09-17,83.36,82.72,83.49,82.72,0.78%
2019-09-18,82.72,83.06,83.28,82.67,-0.51%
2019-09-19,83.14,83.31,83.69,82.86,-0.20%
2019-09-20,83.31,83.19,83.39,82.88,0.15%
2019-09-23,83.19,82.06,83.38,81.89,1.38%
2019-09-24,82.06,81.67,82.28,81.61,0.47%
2019-09-25,81.67,81.13,81.75,81.13,0.63%
2019-09-26,81.16,81.5,81.54,80.95,-0.42%
2019-09-27,81.5,81.63,81.86,81.29,-0.15%
2019-09-30,81.63,82.37,82.37,81.61,-0.89%
